invoice,customer_id,product_id,invoice_date,quantity,amount,region
INV000537,C0323,P013,2023-11-20,14,35112,North
INV000538,C0200,P004,2023-01-07,18,41472,North
INV000539,C0388,P019,2024-12-18,2,6730,North
INV000540,C0184,P017,2023-10-24,4,13776,East
INV000541,C0311,P003,2025-02-22,10,48140,West
INV000542,C0196,P013,2024-04-30,1,2508,South
INV000543,C0274,P008,2025-02-03,5,15385,West
INV000544,C0408,P018,2024-10-11,10,20870,South
INV000545,C0153,P012,2024-07-20,1,4341,South
INV000546,C0064,P002,2024-08-09,1,1572,West
INV000547,C0276,P018,2023-11-09,3,6261,South
INV000548,C0384,P012,2024-02-27,7,30387,South
INV000549,C0083,P006,2024-09-23,8,32224,East
INV000550,C0100,P004,2024-11-18,6,13824,North
INV000551,C0436,P018,2024-10-22,15,31305,North
INV000552,C0149,P003,2023-04-11,9,43326,South
INV000553,C0372,P019,2023-12-05,16,53840,East
INV000554,C0066,P008,2023-10-19,4,12308,North
INV000555,C0461,P007,2024-05-12,11,37741,West
INV000556,C0169,P020,2024-12-11,10,39540,South
INV000557,C0290,P019,2025-04-07,12,40380,East
INV000558,C0491,P014,2023-01-05,6,22554,East
INV000559,C0127,P008,2023-10-11,14,43078,East
INV000560,C0069,P011,2024-04-18,16,35632,West
INV000561,C0184,P010,2024-07-18,16,62432,North
INV000562,C0090,P020,2025-05-11,3,11862,East
INV000563,C0440,P005,2023-07-21,18,46962,East
INV000564,C0376,P003,2023-01-20,3,14442,North
INV000565,C0417,P019,2024-02-19,19,63935,South
INV000566,C0465,P002,2023-09-24,18,28296,West
INV000567,C0335,P005,2024-02-06,12,31308,South
INV000568,C0457,P019,2023-05-18,10,33650,West
INV000569,C0257,P017,2024-02-11,3,10332,East
INV000570,C0258,P001,2025-05-18,8,37264,South
INV000571,C0388,P017,2024-04-01,5,17220,South
INV000572,C0092,P019,2024-11-06,19,63935,South
INV000573,C0377,P016,2023-02-11,12,27120,South
INV000574,C0390,P016,2023-03-06,8,18080,East
INV000575,C0190,P008,2024-11-15,2,6154,South
INV000576,C0266,P012,2024-04-25,13,56433,West
INV000577,C0452,P002,2024-10-26,2,3144,East
INV000578,C0053,P017,2025-05-04,9,30996,East
INV000579,C0297,P018,2023-06-28,19,39653,West
INV000580,C0335,P013,2024-08-24,12,30096,North
INV000581,C0265,P009,2023-08-17,13,41340,West
INV000582,C0181,P012,2025-03-22,16,69456,West
INV000583,C0455,P020,2024-05-28,1,3954,South
INV000584,C0226,P006,2023-03-20,8,32224,East
INV000585,C0109,P005,2023-06-11,6,15654,East
INV000586,C0309,P004,2024-02-29,8,18432,East
INV000587,C0369,P004,2024-11-22,16,36864,West
INV000588,C0246,P007,2023-06-15,19,65189,West
INV000589,C0012,P008,2023-05-11,2,6154,South
INV000590,C0069,P017,2024-08-09,2,6888,South
INV000591,C0029,P006,2023-07-04,9,36252,West
INV000592,C0307,P019,2025-06-18,1,3365,East
INV000593,C0485,P003,2024-04-04,7,33698,West
INV000594,C0445,P016,2023-08-13,6,13560,West
INV000595,C0308,P005,2025-04-20,19,49571,South
INV000596,C0320,P017,2023-06-21,9,30996,East
INV000597,C0473,P015,2024-08-27,20,54120,North
INV000598,C0118,P013,2023-05-16,13,32604,North
INV000599,C0009,P007,2025-05-30,17,58327,West
INV000600,C0424,P005,2023-04-09,20,52180,South
INV000601,C0244,P020,2023-02-09,20,79080,North
INV000602,C0048,P016,2024-09-09,5,11300,North
INV000603,C0460,P014,2024-03-06,17,63903,East
INV000604,C0448,P002,2024-03-15,17,26724,South
INV000605,C0481,P016,2023-12-25,13,29380,North
INV000606,C0218,P005,2024-05-03,9,23481,South
INV000607,C0466,P003,2024-09-04,10,48140,West
INV000608,C0132,P007,2024-12-27,1,3431,North
INV000609,C0296,P017,2024-06-16,4,13776,North
INV000610,C0193,P007,2024-02-23,11,37741,East
INV000611,C0055,P005,2024-10-29,14,36526,East
INV000612,C0134,P018,2024-08-01,14,29218,East
INV000613,C0314,P009,2025-02-12,13,41340,South
INV000614,C0212,P018,2024-05-09,18,37566,South
INV000615,C0190,P018,2024-05-10,18,37566,East
INV000616,C0158,P019,2025-03-03,12,40380,West
INV000617,C0377,P005,2025-02-04,4,10436,South
INV000618,C0229,P006,2023-08-08,4,16112,West
INV000619,C0403,P011,2024-09-20,18,40086,North
INV000620,C0083,P013,2025-04-03,1,2508,North
INV000621,C0422,P005,2024-09-06,16,41744,West
INV000622,C0046,P003,2023-08-16,9,43326,East
INV000623,C0041,P020,2025-01-11,2,7908,West
INV000624,C0477,P013,2024-11-02,20,50160,East
INV000625,C0365,P020,2025-03-03,2,7908,South
INV000626,C0328,P016,2023-01-11,15,33900,South
INV000627,C0436,P017,2023-07-19,10,34440,North
INV000628,C0402,P020,2024-06-12,17,67218,South
INV000629,C0315,P006,2024-01-04,2,8056,South
INV000630,C0336,P001,2023-03-30,6,27948,East
INV000631,C0400,P013,2024-11-16,12,30096,West
INV000632,C0208,P019,2024-06-14,7,23555,North
INV000633,C0378,P003,2024-07-16,3,14442,East
INV000634,C0372,P018,2023-12-23,19,39653,East
INV000635,C0494,P009,2024-09-12,8,25440,South
INV000636,C0233,P013,2023-01-05,19,47652,East
INV000637,C0090,P014,2023-04-20,17,63903,North
INV000638,C0258,P010,2023-04-30,11,42922,East
INV000639,C0449,P018,2023-09-14,19,39653,West
INV000640,C0495,P013,2024-05-10,19,47652,South
INV000641,C0388,P011,2024-11-28,15,33405,West
INV000642,C0460,P019,2024-05-08,1,3365,North
INV000643,C0133,P003,2024-10-10,13,62582,South
INV000644,C0347,P008,2024-02-27,11,33847,East
INV000645,C0265,P018,2024-12-18,1,2087,East
INV000646,C0128,P010,2024-02-13,3,11706,East
INV000647,C0039,P018,2024-05-02,6,12522,East
INV000648,C0182,P007,2023-10-03,19,65189,South
INV000649,C0485,P007,2025-01-24,16,54896,South
INV000650,C0121,P008,2023-07-31,9,27693,South
INV000651,C0104,P008,2023-12-31,20,61540,South
INV000652,C0399,P004,2023-03-22,4,9216,West
INV000653,C0315,P001,2023-02-13,18,83844,West
INV000654,C0191,P020,2024-05-19,11,43494,East
INV000655,C0252,P006,2023-10-14,17,68476,West
INV000656,C0114,P019,2023-02-25,5,16825,West
INV000657,C0245,P018,2024-05-29,2,4174,East
INV000658,C0202,P006,2023-05-04,15,60420,West
INV000659,C0162,P001,2024-11-21,1,4658,South
INV000660,C0195,P019,2023-11-30,4,13460,East
INV000661,C0314,P009,2024-07-15,6,19080,East
INV000662,C0122,P009,2024-09-19,16,50880,East
INV000663,C0188,P006,2024-03-10,16,64448,South
INV000664,C0215,P012,2025-05-24,12,52092,West
INV000665,C0144,P015,2024-08-08,6,16236,South
INV000666,C0295,P008,2025-01-08,4,12308,East
INV000667,C0412,P008,2024-03-18,18,55386,West
INV000668,C0101,P005,2024-04-29,5,13045,North
INV000669,C0091,P014,2023-05-18,16,60144,East
INV000670,C0403,P016,2023-09-14,10,22600,North
INV000671,C0204,P004,2023-03-03,6,13824,South
INV000672,C0417,P009,2025-05-09,16,50880,North
INV000673,C0231,P011,2024-01-05,9,20043,East
INV000674,C0287,P018,2023-12-19,9,18783,North
INV000675,C0211,P004,2025-06-07,12,27648,South
INV000676,C0296,P019,2023-06-28,18,60570,East
INV000677,C0182,P011,2024-05-14,17,37859,West
INV000678,C0456,P003,2024-09-20,13,62582,East
INV000679,C0238,P005,2024-10-17,6,15654,East
INV000680,C0216,P020,2024-02-19,19,75126,North
INV000681,C0041,P006,2023-08-22,11,44308,East
INV000682,C0163,P010,2024-09-11,9,35118,West
INV000683,C0139,P015,2025-02-04,12,32472,West
INV000684,C0212,P006,2025-05-24,6,24168,North
INV000685,C0065,P008,2025-01-31,9,27693,North
INV000686,C0108,P006,2023-04-16,13,52364,North
INV000687,C0033,P016,2023-02-25,18,40680,North
INV000688,C0395,P013,2025-02-22,17,42636,North
INV000689,C0054,P009,2023-06-09,20,63600,North
INV000690,C0336,P013,2023-08-23,10,25080,South
INV000691,C0378,P010,2024-10-03,15,58530,South
INV000692,C0068,P017,2023-01-30,6,20664,North
INV000693,C0340,P012,2025-06-03,11,47751,West
INV000694,C0240,P018,2024-07-15,9,18783,West
INV000695,C0070,P018,2024-08-28,6,12522,West
INV000696,C0324,P019,2024-06-20,14,47110,East
INV000697,C0466,P012,2024-07-06,16,69456,South
INV000698,C0413,P003,2023-11-12,15,72210,East
INV000699,C0212,P009,2023-11-07,5,15900,North
INV000700,C0001,P017,2023-12-19,5,17220,East
INV000701,C0241,P018,2024-12-05,1,2087,West
INV000702,C0485,P016,2023-01-10,10,22600,West
INV000703,C0409,P010,2023-08-25,20,78040,North
INV000704,C0281,P012,2024-02-26,7,30387,West
INV000705,C0203,P008,2025-01-02,6,18462,West
INV000706,C0425,P013,2023-09-27,8,20064,North
INV000707,C0217,P008,2025-02-21,17,52309,East
INV000708,C0146,P018,2024-02-27,9,18783,South
INV000709,C0437,P003,2023-05-20,6,28884,East
INV000710,C0057,P015,2024-04-08,20,54120,East
INV000711,C0359,P020,2023-07-12,16,63264,East
INV000712,C0010,P005,2024-07-01,2,5218,North
INV000713,C0096,P004,2023-10-03,10,23040,South
INV000714,C0367,P015,2023-08-27,1,2706,North
INV000715,C0078,P001,2023-08-11,16,74528,East
INV000716,C0216,P010,2024-01-16,16,62432,West
INV000717,C0357,P002,2023-03-24,11,17292,South
INV000718,C0029,P009,2023-03-15,13,41340,West
INV000719,C0093,P007,2025-04-16,9,30879,West
INV000720,C0425,P001,2025-02-25,4,18632,South
INV000721,C0198,P015,2025-01-25,8,21648,North
INV000722,C0102,P015,2024-06-17,4,10824,South
INV000723,C0243,P013,2023-11-27,10,25080,South
INV000724,C0323,P002,2024-06-17,18,28296,North
INV000725,C0130,P016,2023-07-23,10,22600,East
INV000726,C0455,P002,2023-04-26,7,11004,South
INV000727,C0325,P014,2023-01-16,11,41349,South
INV000728,C0407,P009,2023-05-03,19,60420,West
INV000729,C0405,P008,2023-02-13,1,3077,West
INV000730,C0353,P020,2024-01-16,5,19770,North
INV000731,C0128,P006,2023-04-04,16,64448,East
INV000732,C0477,P002,2023-12-31,2,3144,South
INV000733,C0360,P018,2023-05-09,4,8348,West
INV000734,C0120,P011,2025-03-18,18,40086,East
INV000735,C0413,P015,2023-01-22,7,18942,West
INV000736,C0184,P005,2023-02-10,9,23481,West
INV000737,C0362,P015,2023-10-29,18,48708,West
INV000738,C0098,P019,2024-07-10,6,20190,East
INV000739,C0166,P015,2025-06-07,9,24354,South
INV000740,C0036,P017,2024-04-05,5,17220,East
INV000741,C0420,P009,2024-01-11,18,57240,West
INV000742,C0001,P017,2025-01-21,13,44772,South
INV000743,C0453,P001,2025-05-27,20,93160,East
INV000744,C0398,P020,2023-11-25,8,31632,North
INV000745,C0338,P018,2023-07-14,13,27131,West
INV000746,C0393,P018,2024-09-19,5,10435,East
INV000747,C0166,P014,2023-04-24,11,41349,North
INV000748,C0268,P003,2025-05-05,2,9628,South
INV000749,C0092,P002,2023-04-20,7,11004,West
INV000750,C0099,P004,2024-08-07,2,4608,West
INV000751,C0337,P016,2024-09-30,17,38420,East
INV000752,C0026,P012,2024-09-12,8,34728,North
INV000753,C0007,P007,2025-05-02,16,54896,North
INV000754,C0240,P002,2024-07-25,12,18864,West
INV000755,C0421,P012,2025-04-23,2,8682,East
INV000756,C0271,P002,2025-05-04,3,4716,East
INV000757,C0040,P007,2023-04-10,17,58327,North
INV000758,C0372,P008,2024-01-30,18,55386,South
INV000759,C0099,P017,2024-08-06,8,27552,South
INV000760,C0286,P018,2025-02-03,14,29218,North
INV000761,C0393,P019,2024-11-21,12,40380,West
INV000762,C0360,P014,2023-06-20,4,15036,South
INV000763,C0282,P013,2023-12-12,17,42636,South
INV000764,C0274,P020,2023-12-27,15,59310,East
INV000765,C0282,P011,2024-02-27,12,26724,West
INV000766,C0423,P011,2023-09-04,20,44540,South
INV000767,C0193,P018,2024-01-04,9,18783,West
INV000768,C0230,P013,2025-01-13,1,2508,North
INV000769,C0146,P020,2024-06-14,1,3954,South
INV000770,C0456,P010,2023-11-04,1,3902,South
INV000771,C0110,P011,2025-03-01,1,2227,East
INV000772,C0471,P018,2024-07-23,17,35479,South
INV000773,C0049,P002,2023-12-31,15,23580,South
INV000774,C0071,P009,2024-08-19,12,38160,South
INV000775,C0120,P009,2023-04-05,10,31800,West
INV000776,C0292,P007,2025-01-10,3,10293,East
INV000777,C0406,P016,2024-05-14,6,13560,North
INV000778,C0305,P010,2025-01-18,2,7804,West
INV000779,C0041,P002,2023-12-23,11,17292,West
INV000780,C0214,P004,2025-02-04,8,18432,North
INV000781,C0325,P013,2023-11-09,2,5016,North
INV000782,C0164,P018,2023-06-03,19,39653,East
INV000783,C0258,P008,2023-02-21,5,15385,West
INV000784,C0498,P015,2024-08-12,20,54120,North
INV000785,C0114,P014,2025-03-16,10,37590,West
INV000786,C0076,P005,2023-03-26,11,28699,West
INV000787,C0293,P002,2024-02-13,18,28296,East
INV000788,C0044,P013,2024-03-20,17,42636,South
INV000789,C0391,P005,2024-07-26,16,41744,South
INV000790,C0250,P013,2023-07-20,19,47652,South
INV000791,C0125,P003,2025-03-06,9,43326,West
INV000792,C0166,P019,2023-04-26,3,10095,West
INV000793,C0217,P012,2023-07-15,12,52092,East
INV000794,C0177,P020,2025-02-27,1,3954,East
INV000795,C0087,P012,2025-04-21,20,86820,West
INV000796,C0320,P005,2023-02-15,15,39135,South
INV000797,C0103,P012,2025-02-14,5,21705,North
INV000798,C0058,P002,2024-09-27,8,12576,South
INV000799,C0445,P010,2023-12-18,1,3902,North
INV000800,C0157,P015,2023-01-24,16,43296,East
INV000801,C0108,P018,2023-07-28,7,14609,East
INV000802,C0281,P016,2025-01-17,20,45200,South
INV000803,C0356,P001,2024-08-19,13,60554,North
INV000804,C0131,P006,2023-10-18,2,8056,South
INV000805,C0405,P020,2023-02-24,9,35586,West
INV000806,C0336,P001,2024-02-02,3,13974,East
INV000807,C0340,P012,2023-01-20,4,17364,East
INV000808,C0445,P013,2024-01-25,8,20064,North
INV000809,C0463,P011,2025-06-06,16,35632,North
INV000810,C0096,P007,2024-04-13,17,58327,North
INV000811,C0021,P008,2023-11-09,17,52309,East
INV000812,C0251,P013,2023-01-19,6,15048,East
INV000813,C0351,P012,2024-10-02,12,52092,East
INV000814,C0121,P017,2025-04-11,9,30996,North
INV000815,C0321,P009,2025-04-14,13,41340,North
INV000816,C0484,P018,2023-08-19,9,18783,South
INV000817,C0175,P013,2023-03-31,5,12540,West
INV000818,C0267,P020,2024-03-03,8,31632,South
INV000819,C0294,P005,2023-11-16,14,36526,East
INV000820,C0230,P018,2023-07-31,5,10435,South
INV000821,C0298,P018,2025-06-02,7,14609,South
INV000822,C0159,P017,2024-03-16,5,17220,South
INV000823,C0336,P019,2023-11-22,6,20190,North
INV000824,C0286,P018,2023-07-08,4,8348,East
INV000825,C0430,P005,2025-02-22,1,2609,East
INV000826,C0451,P014,2023-11-07,14,52626,West
INV000827,C0382,P009,2025-03-08,5,15900,South
INV000828,C0055,P005,2023-01-27,6,15654,East
INV000829,C0311,P019,2023-08-25,20,67300,South
INV000830,C0119,P001,2023-03-23,12,55896,West
INV000831,C0069,P017,2024-04-25,20,68880,East
INV000832,C0095,P013,2024-04-30,16,40128,South
INV000833,C0084,P007,2023-02-03,8,27448,West
INV000834,C0392,P001,2024-02-27,9,41922,South
INV000835,C0381,P007,2023-03-09,7,24017,South
INV000836,C0475,P015,2024-05-16,20,54120,East
INV000837,C0444,P015,2024-03-13,8,21648,West
INV000838,C0398,P002,2025-01-22,20,31440,West
INV000839,C0369,P011,2024-09-18,13,28951,North
INV000840,C0267,P004,2024-04-12,15,34560,North
INV000841,C0450,P008,2024-07-04,17,52309,West
INV000842,C0377,P002,2024-02-01,18,28296,North
INV000843,C0098,P010,2024-02-12,15,58530,East
INV000844,C0397,P010,2023-06-20,15,58530,West
INV000845,C0151,P020,2024-12-07,2,7908,South
INV000846,C0238,P015,2025-01-09,3,8118,North
INV000847,C0093,P019,2023-05-19,18,60570,West
INV000848,C0212,P011,2023-01-26,15,33405,South
INV000849,C0233,P019,2024-04-10,7,23555,North
INV000850,C0129,P011,2025-01-05,6,13362,North
INV000851,C0047,P004,2024-10-11,15,34560,East
INV000852,C0044,P017,2025-01-14,13,44772,South
INV000853,C0194,P018,2023-02-14,13,27131,South
INV000854,C0468,P011,2025-06-11,19,42313,South
INV000855,C0084,P005,2025-02-26,6,15654,North
INV000856,C0215,P010,2025-01-17,10,39020,West
INV000857,C0148,P006,2023-05-15,4,16112,South
INV000858,C0002,P020,2023-01-13,9,35586,West
INV000859,C0255,P016,2025-04-06,18,40680,North
INV000860,C0312,P016,2023-08-11,8,18080,West
INV000861,C0233,P014,2023-03-23,15,56385,North
INV000862,C0126,P018,2024-09-26,9,18783,South
INV000863,C0026,P006,2023-02-26,5,20140,East
INV000864,C0019,P005,2024-11-14,2,5218,East
INV000865,C0170,P003,2023-04-22,2,9628,West
INV000866,C0092,P006,2024-09-17,10,40280,South
INV000867,C0495,P015,2024-01-04,19,51414,North
INV000868,C0048,P010,2024-01-13,11,42922,West
INV000869,C0420,P003,2025-05-13,14,67396,North
INV000870,C0150,P016,2023-05-05,5,11300,East
INV000871,C0169,P017,2024-06-21,14,48216,South
INV000872,C0357,P007,2023-03-01,20,68620,North
INV000873,C0293,P017,2024-05-10,3,10332,East
INV000874,C0219,P020,2023-09-23,11,43494,East
INV000875,C0475,P005,2024-07-30,20,52180,West
INV000876,C0267,P016,2025-04-07,16,36160,South
INV000877,C0453,P020,2024-12-26,8,31632,East
INV000878,C0100,P001,2023-01-25,4,18632,West
INV000879,C0321,P004,2025-03-29,7,16128,West
INV000880,C0212,P002,2023-12-25,11,17292,South
INV000881,C0006,P007,2023-09-18,10,34310,North
INV000882,C0158,P010,2024-07-17,17,66334,East
INV000883,C0393,P001,2024-12-03,4,18632,East
INV000884,C0175,P013,2024-09-22,19,47652,North
INV000885,C0427,P006,2023-12-05,7,28196,East
INV000886,C0473,P016,2025-03-27,16,36160,North
INV000887,C0331,P005,2023-06-09,16,41744,West
INV000888,C0457,P018,2024-04-18,11,22957,West
INV000889,C0476,P002,2023-11-03,17,26724,East
INV000890,C0285,P018,2023-08-02,1,2087,East
INV000891,C0410,P012,2023-06-02,3,13023,East
INV000892,C0431,P001,2024-01-20,11,51238,South
INV000893,C0293,P020,2023-07-11,13,51402,North
INV000894,C0443,P010,2024-12-27,11,42922,North
INV000895,C0140,P014,2024-05-23,3,11277,South
INV000896,C0191,P015,2023-08-10,10,27060,East
INV000897,C0090,P004,2025-03-14,12,27648,North
INV000898,C0399,P007,2024-03-30,3,10293,North
INV000899,C0410,P016,2023-06-07,17,38420,South
INV000900,C0175,P016,2023-11-14,17,38420,East
INV000901,C0074,P004,2024-11-23,17,39168,South
INV000902,C0106,P002,2024-02-01,15,23580,North
INV000903,C0003,P010,2024-12-04,2,7804,North
INV000904,C0171,P015,2023-04-16,2,5412,East
INV000905,C0012,P019,2024-10-16,10,33650,South
INV000906,C0165,P007,2023-10-21,7,24017,East
INV000907,C0273,P011,2024-11-18,15,33405,North
INV000908,C0140,P005,2023-10-08,6,15654,North
INV000909,C0008,P020,2024-06-10,18,71172,North
INV000910,C0106,P018,2024-07-16,12,25044,East
INV000911,C0139,P005,2024-08-10,10,26090,South
INV000912,C0088,P003,2024-09-19,10,48140,East
INV000913,C0277,P015,2023-05-14,2,5412,North
INV000914,C0242,P002,2024-01-28,4,6288,North
INV000915,C0045,P014,2023-07-03,13,48867,West
INV000916,C0316,P012,2023-12-07,10,43410,South
INV000917,C0366,P018,2025-02-12,3,6261,West
INV000918,C0291,P005,2025-04-12,3,7827,West
INV000919,C0050,P015,2024-12-01,10,27060,West
INV000920,C0241,P008,2023-05-28,8,24616,East
INV000921,C0468,P012,2023-07-07,13,56433,East
INV000922,C0404,P011,2024-05-14,15,33405,North
INV000923,C0034,P016,2023-12-26,4,9040,West
INV000924,C0237,P006,2025-02-25,10,40280,East
INV000925,C0310,P019,2024-06-04,5,16825,North
INV000926,C0208,P004,2024-07-23,11,25344,North
INV000927,C0406,P010,2024-04-17,18,70236,West
INV000928,C0303,P014,2024-09-27,8,30072,South
INV000929,C0281,P006,2024-01-29,16,64448,North
INV000930,C0175,P007,2024-03-17,19,65189,West
INV000931,C0291,P011,2024-12-11,18,40086,South
INV000932,C0089,P003,2025-05-06,19,91466,West
INV000933,C0059,P019,2024-04-19,20,67300,East
INV000934,C0285,P004,2023-06-30,15,34560,East
INV000935,C0490,P013,2024-09-04,3,7524,North
INV000936,C0351,P020,2023-12-02,13,51402,West
INV000937,C0331,P002,2023-08-11,3,4716,South
INV000938,C0455,P019,2025-02-14,1,3365,South
INV000939,C0339,P005,2024-06-28,15,39135,East
INV000940,C0200,P020,2024-04-02,19,75126,South
INV000941,C0106,P011,2024-08-06,10,22270,East
INV000942,C0471,P014,2023-04-02,12,45108,North
INV000943,C0314,P017,2025-05-17,13,44772,South
INV000944,C0437,P010,2024-01-14,2,7804,North
INV000945,C0001,P018,2023-04-23,12,25044,East
INV000946,C0444,P001,2024-03-18,8,37264,West
INV000947,C0321,P011,2024-02-20,13,28951,West
INV000948,C0223,P018,2024-11-09,7,14609,South
INV000949,C0244,P005,2024-07-22,7,18263,West
INV000950,C0432,P012,2023-06-07,14,60774,East
INV000951,C0447,P005,2023-01-12,5,13045,North
INV000952,C0332,P001,2025-01-08,5,23290,West
INV000953,C0337,P014,2023-03-28,5,18795,South
INV000954,C0329,P014,2025-03-18,15,56385,West
INV000955,C0320,P006,2024-06-05,15,60420,West
INV000956,C0283,P015,2023-12-30,13,35178,South
INV000957,C0096,P014,2023-01-08,20,75180,West
INV000958,C0434,P008,2023-10-03,17,52309,West
INV000959,C0475,P018,2024-01-11,19,39653,North
INV000960,C0020,P019,2024-12-22,16,53840,East
INV000961,C0058,P019,2024-12-08,16,53840,North
INV000962,C0073,P017,2024-04-21,9,30996,North
INV000963,C0268,P020,2023-09-09,3,11862,West
INV000964,C0323,P003,2025-03-28,18,86652,East
INV000965,C0314,P002,2024-07-01,11,17292,North
INV000966,C0241,P015,2024-04-25,17,46002,East
INV000967,C0216,P012,2023-10-24,10,43410,South
INV000968,C0019,P020,2025-01-14,10,39540,East
INV000969,C0032,P016,2023-06-23,19,42940,North
INV000970,C0337,P010,2023-01-28,20,78040,East
INV000971,C0249,P003,2024-06-01,5,24070,North
INV000972,C0436,P009,2023-05-16,9,28620,East
INV000973,C0141,P009,2025-01-29,1,3180,North
INV000974,C0310,P006,2025-01-26,19,76532,South
INV000975,C0338,P015,2025-04-07,12,32472,South
INV000976,C0134,P008,2023-07-05,16,49232,North
INV000977,C0176,P003,2024-09-01,5,24070,South
INV000978,C0429,P016,2025-02-27,14,31640,West
INV000979,C0122,P015,2023-08-04,6,16236,East
