ticket_id,customer_id,priority,status,created
T00634,C0351,High,Closed,2025-05-26
T00635,C0035,High,Open,2025-01-05
T00636,C0493,High,In Progress,2025-06-10
T00637,C0142,High,In Progress,2025-02-14
T00638,C0032,High,Closed,2025-01-21
T00639,C0306,Medium,In Progress,2025-02-23
T00640,C0360,High,Open,2025-03-30
T00641,C0331,High,Open,2025-02-27
T00642,C0121,Medium,Open,2025-01-08
T00643,C0124,Low,Closed,2025-03-09
T00644,C0369,Medium,Closed,2025-03-25
T00645,C0401,Low,In Progress,2025-03-28
T00646,C0332,Medium,Closed,2025-06-30
T00647,C0005,Low,In Progress,2025-02-01
T00648,C0460,Low,Closed,2025-01-28
T00649,C0215,High,In Progress,2025-05-12
T00650,C0090,Medium,Closed,2025-06-24
T00651,C0069,Medium,In Progress,2025-01-23
T00652,C0302,High,Open,2025-01-17
T00653,C0157,Medium,Closed,2025-01-01
T00654,C0220,High,Open,2025-03-27
T00655,C0357,Medium,Closed,2025-01-17
T00656,C0423,High,Open,2025-05-05
T00657,C0287,High,In Progress,2025-02-16
T00658,C0347,Medium,Closed,2025-04-07
T00659,C0270,High,Open,2025-03-26
T00660,C0373,High,Open,2025-02-10
T00661,C0190,Low,In Progress,2025-06-25
T00662,C0108,High,In Progress,2025-06-17
T00663,C0114,Low,Open,2025-06-21
T00664,C0396,High,In Progress,2025-06-28
T00665,C0265,Medium,Closed,2025-03-19
T00666,C0024,High,Open,2025-01-02
T00667,C0358,Low,Closed,2025-03-09
T00668,C0369,High,Open,2025-01-09
T00669,C0232,Low,Open,2025-06-26
T00670,C0105,High,Closed,2025-03-23
T00671,C0004,Low,Closed,2025-05-09
T00672,C0245,Low,Open,2025-02-15
T00673,C0165,Medium,Open,2025-05-26
T00674,C0179,Low,In Progress,2025-01-20
T00675,C0433,High,In Progress,2025-01-17
T00676,C0132,Medium,Open,2025-03-02
T00677,C0155,High,In Progress,2025-03-20
T00678,C0216,High,Closed,2025-05-12
T00679,C0168,Medium,Closed,2025-05-20
T00680,C0128,High,In Progress,2025-04-15
T00681,C0081,Medium,Open,2025-03-31
T00682,C0018,High,Open,2025-05-22
T00683,C0387,Low,Open,2025-01-22
T00684,C0347,High,Open,2025-05-06
T00685,C0374,High,In Progress,2025-03-31
T00686,C0377,Medium,In Progress,2025-01-24
T00687,C0022,Medium,Open,2025-06-23
T00688,C0490,Medium,In Progress,2025-03-27
T00689,C0141,High,Open,2025-04-16
T00690,C0182,High,In Progress,2025-06-03
T00691,C0145,High,Closed,2025-05-01
T00692,C0240,Low,Closed,2025-04-19
T00693,C0500,High,Closed,2025-06-15
T00694,C0075,High,Closed,2025-01-20
T00695,C0087,High,Closed,2025-05-17
T00696,C0158,High,Open,2025-02-20
T00697,C0402,Low,Closed,2025-03-09
T00698,C0100,Medium,Closed,2025-05-27
T00699,C0350,Medium,Open,2025-01-21
T00700,C0097,Medium,Open,2025-03-25
T00701,C0443,Medium,Open,2025-01-07
T00702,C0426,Medium,Closed,2025-06-04
T00703,C0016,Low,Closed,2025-04-27
T00704,C0387,Low,In Progress,2025-02-01
T00705,C0259,Low,Closed,2025-01-11
T00706,C0436,Low,Closed,2025-03-05
T00707,C0174,Medium,Open,2025-04-01
T00708,C0401,High,Open,2025-02-01
T00709,C0390,Medium,Closed,2025-03-25
T00710,C0402,Low,Closed,2025-03-02
T00711,C0343,High,Closed,2025-01-17
T00712,C0284,Medium,Open,2025-06-13
T00713,C0226,Medium,Closed,2025-05-01
T00714,C0140,Low,Closed,2025-06-18
T00715,C0428,Medium,Open,2025-04-22
T00716,C0308,Low,Open,2025-01-23
T00717,C0497,Medium,In Progress,2025-02-02
T00718,C0367,High,Closed,2025-01-29
T00719,C0298,Medium,In Progress,2025-04-14
T00720,C0219,Low,In Progress,2025-03-11
T00721,C0460,Medium,In Progress,2025-06-25
T00722,C0326,Medium,Open,2025-05-09
T00723,C0132,Low,Closed,2025-04-06
T00724,C0130,Low,Closed,2025-05-22
T00725,C0398,High,Open,2025-05-30
T00726,C0188,Low,Open,2025-05-25
T00727,C0428,High,Closed,2025-04-26
T00728,C0349,High,Open,2025-01-11
T00729,C0496,Low,Open,2025-03-04
T00730,C0365,Medium,Closed,2025-06-30
T00731,C0227,High,Open,2025-05-05
T00732,C0451,Low,In Progress,2025-05-13
T00733,C0013,Medium,Closed,2025-05-24
T00734,C0470,Low,In Progress,2025-04-29
T00735,C0079,High,Closed,2025-02-26
T00736,C0029,Low,In Progress,2025-05-03
T00737,C0180,Low,Open,2025-03-21
T00738,C0112,High,Closed,2025-06-06
T00739,C0360,Medium,Closed,2025-03-17
T00740,C0284,Medium,In Progress,2025-05-15
T00741,C0340,High,Open,2025-05-25
T00742,C0468,Low,Closed,2025-06-26
T00743,C0466,Low,Closed,2025-01-21
T00744,C0103,Medium,Open,2025-01-07
T00745,C0399,Medium,In Progress,2025-05-07
T00746,C0128,High,In Progress,2025-05-10
T00747,C0178,High,Closed,2025-04-29
T00748,C0073,Medium,Open,2025-06-18
T00749,C0032,Medium,Open,2025-06-21
T00750,C0257,High,Closed,2025-06-07
T00751,C0089,Low,In Progress,2025-02-19
T00752,C0055,High,Closed,2025-05-03
T00753,C0411,Medium,Closed,2025-04-03
T00754,C0078,High,In Progress,2025-02-24
T00755,C0491,High,Open,2025-01-09
T00756,C0238,High,Closed,2025-05-29
T00757,C0170,Medium,In Progress,2025-06-13
T00758,C0296,Medium,Open,2025-06-02
T00759,C0276,Medium,Open,2025-06-20
T00760,C0117,High,Open,2025-05-28
T00761,C0144,High,Closed,2025-06-10
T00762,C0230,Medium,In Progress,2025-06-02
T00763,C0435,High,In Progress,2025-05-31
T00764,C0366,Medium,Closed,2025-01-09
T00765,C0302,High,In Progress,2025-04-01
T00766,C0170,High,Closed,2025-06-05
T00767,C0377,Medium,In Progress,2025-05-23
T00768,C0223,Medium,In Progress,2025-03-24
T00769,C0213,High,In Progress,2025-06-13
T00770,C0073,Medium,Open,2025-04-22
T00771,C0380,High,Open,2025-02-14
T00772,C0095,Low,In Progress,2025-06-23
T00773,C0209,Low,Open,2025-05-25
T00774,C0490,Low,Open,2025-02-19
T00775,C0166,Medium,In Progress,2025-06-11
T00776,C0421,Low,In Progress,2025-01-12
T00777,C0283,Low,Open,2025-05-23
T00778,C0426,Medium,Closed,2025-02-19
T00779,C0389,High,In Progress,2025-01-13
T00780,C0297,Low,In Progress,2025-02-01
T00781,C0355,Medium,Open,2025-04-14
T00782,C0120,High,Closed,2025-02-26
T00783,C0336,Medium,In Progress,2025-05-07
T00784,C0293,High,Closed,2025-03-15
T00785,C0221,High,Open,2025-01-22
T00786,C0069,Low,In Progress,2025-01-03
T00787,C0153,Medium,In Progress,2025-03-25
T00788,C0094,Medium,Closed,2025-02-14
T00789,C0307,Medium,In Progress,2025-05-26
T00790,C0394,Medium,Closed,2025-01-28
T00791,C0133,High,In Progress,2025-05-21
T00792,C0153,Medium,Open,2025-03-19
T00793,C0238,High,In Progress,2025-01-04
T00794,C0471,Low,Open,2025-05-13
T00795,C0083,High,Closed,2025-04-04
T00796,C0429,High,Closed,2025-01-17
T00797,C0055,Medium,Open,2025-05-03
T00798,C0095,High,In Progress,2025-01-29
T00799,C0083,Low,In Progress,2025-04-26
T00800,C0317,High,Open,2025-01-28
T00801,C0077,High,Open,2025-04-11
T00802,C0130,Low,In Progress,2025-06-19
T00803,C0132,Medium,In Progress,2025-05-07
T00804,C0087,Low,Open,2025-02-10
T00805,C0259,Low,In Progress,2025-03-06
T00806,C0410,High,In Progress,2025-06-18
T00807,C0293,Medium,In Progress,2025-05-14
T00808,C0429,Medium,In Progress,2025-01-24
T00809,C0217,Low,Closed,2025-05-17
T00810,C0174,Medium,In Progress,2025-01-12
T00811,C0355,Medium,In Progress,2025-02-24
T00812,C0018,High,In Progress,2025-04-29
T00813,C0079,High,In Progress,2025-03-31
T00814,C0050,Medium,In Progress,2025-06-30
T00815,C0480,High,Closed,2025-05-29
T00816,C0313,Medium,Open,2025-06-04
T00817,C0499,Medium,Open,2025-04-20
T00818,C0014,Medium,Open,2025-06-08
T00819,C0252,Low,In Progress,2025-04-01
T00820,C0326,High,Closed,2025-04-08
T00821,C0313,Low,Closed,2025-04-18
T00822,C0425,Low,In Progress,2025-05-05
T00823,C0358,Medium,Closed,2025-04-19
T00824,C0276,Medium,In Progress,2025-04-25
T00825,C0458,High,In Progress,2025-01-22
T00826,C0127,High,Open,2025-01-30
T00827,C0205,Medium,Open,2025-02-19
T00828,C0090,Medium,Closed,2025-02-25
T00829,C0392,Low,In Progress,2025-06-07
T00830,C0123,High,Open,2025-03-12
T00831,C0093,Low,Open,2025-01-02
T00832,C0457,Medium,In Progress,2025-04-02
T00833,C0277,Low,In Progress,2025-06-13
T00834,C0251,High,Open,2025-05-07
T00835,C0264,Low,Open,2025-06-21
T00836,C0196,Low,Closed,2025-04-15
T00837,C0375,High,Open,2025-01-30
T00838,C0499,Medium,Open,2025-05-16
T00839,C0343,Medium,Open,2025-01-24
T00840,C0250,Medium,In Progress,2025-04-05
T00841,C0011,Medium,Closed,2025-05-12
T00842,C0266,High,Closed,2025-01-04
T00843,C0106,Low,Closed,2025-05-30
T00844,C0165,High,Closed,2025-06-18
T00845,C0186,Low,Open,2025-06-13
T00846,C0443,Low,Open,2025-06-02
T00847,C0248,High,Open,2025-05-05
T00848,C0001,Medium,In Progress,2025-03-16
T00849,C0244,Medium,In Progress,2025-05-14
T00850,C0011,Medium,In Progress,2025-03-20
T00851,C0473,Low,Open,2025-03-17
T00852,C0068,High,Open,2025-03-09
T00853,C0275,Medium,Open,2025-02-14
T00854,C0347,Medium,Closed,2025-06-07
T00855,C0288,Medium,Closed,2025-01-04
T00856,C0376,Low,Open,2025-02-27
T00857,C0103,High,Closed,2025-03-21
T00858,C0105,High,Closed,2025-02-24
T00859,C0238,Medium,Closed,2025-04-04
T00860,C0039,High,Closed,2025-03-16
T00861,C0272,Low,In Progress,2025-04-02
T00862,C0117,Low,Closed,2025-04-25
T00863,C0222,Low,Open,2025-02-03
T00864,C0425,High,Closed,2025-02-06
T00865,C0255,Medium,Closed,2025-03-11
T00866,C0365,Medium,In Progress,2025-06-19
T00867,C0182,Medium,Open,2025-05-07
T00868,C0215,Medium,Closed,2025-04-10
T00869,C0124,High,Open,2025-02-28
T00870,C0262,Medium,Open,2025-04-16
T00871,C0051,High,Closed,2025-02-09
T00872,C0007,High,In Progress,2025-04-08
T00873,C0067,High,Closed,2025-05-10
T00874,C0380,Low,Open,2025-03-07
T00875,C0110,Medium,Closed,2025-03-30
T00876,C0167,Low,Closed,2025-06-23
T00877,C0254,Low,In Progress,2025-02-20
T00878,C0312,High,Closed,2025-03-08
T00879,C0340,Low,Open,2025-06-25
T00880,C0487,Medium,Closed,2025-01-21
T00881,C0154,Medium,Closed,2025-06-17
T00882,C0379,Medium,Open,2025-03-21
T00883,C0170,High,Open,2025-05-06
T00884,C0140,Medium,Open,2025-01-02
T00885,C0125,Medium,Closed,2025-03-14
T00886,C0091,High,Closed,2025-02-21
T00887,C0043,Low,In Progress,2025-03-28
T00888,C0195,Medium,Closed,2025-03-06
T00889,C0319,Medium,Closed,2025-02-24
T00890,C0296,Medium,Closed,2025-02-19
T00891,C0040,Medium,Open,2025-03-18
T00892,C0261,High,Closed,2025-01-19
T00893,C0284,Low,Open,2025-01-31
T00894,C0065,High,Open,2025-02-14
T00895,C0363,High,Open,2025-06-15
T00896,C0282,Medium,Open,2025-04-07
T00897,C0325,High,Closed,2025-02-03
T00898,C0251,Low,Open,2025-03-15
T00899,C0290,Low,Closed,2025-01-14
T00900,C0342,Medium,In Progress,2025-04-11
T00901,C0084,High,In Progress,2025-01-21
T00902,C0297,Medium,Open,2025-03-31
T00903,C0445,Low,Closed,2025-01-14
T00904,C0123,Low,Closed,2025-06-08
T00905,C0139,Medium,Open,2025-06-29
T00906,C0189,High,Open,2025-04-23
T00907,C0008,Low,In Progress,2025-04-04
T00908,C0127,Low,In Progress,2025-02-28
T00909,C0441,High,In Progress,2025-03-13
T00910,C0367,High,Closed,2025-05-09
T00911,C0371,High,Open,2025-01-04
T00912,C0051,High,In Progress,2025-02-11
T00913,C0431,Low,In Progress,2025-03-12
T00914,C0285,High,Closed,2025-04-08
T00915,C0093,Medium,Open,2025-06-23
T00916,C0472,Low,Open,2025-01-30
T00917,C0165,Low,Open,2025-05-24
T00918,C0165,High,Open,2025-01-15
T00919,C0270,High,In Progress,2025-01-19
T00920,C0359,Medium,Open,2025-04-29
T00921,C0023,High,Open,2025-03-07
T00922,C0232,Medium,Closed,2025-03-11
T00923,C0219,High,Closed,2025-01-28
T00924,C0332,High,Open,2025-05-03
T00925,C0487,High,Open,2025-05-13
T00926,C0002,Low,In Progress,2025-03-01
T00927,C0461,Low,Closed,2025-03-08
T00928,C0041,Medium,Closed,2025-02-27
T00929,C0021,High,Closed,2025-03-03
T00930,C0064,Low,Open,2025-03-13
T00931,C0392,Medium,Open,2025-06-16
T00932,C0022,Low,Closed,2025-06-05
T00933,C0359,Medium,Closed,2025-02-25
T00934,C0245,Medium,Closed,2025-04-27
T00935,C0379,High,In Progress,2025-06-23
T00936,C0032,Low,Open,2025-03-04
T00937,C0229,Medium,Closed,2025-01-03
T00938,C0289,Low,Closed,2025-04-24
T00939,C0170,Low,In Progress,2025-01-12
T00940,C0440,High,In Progress,2025-01-25
T00941,C0019,Low,Open,2025-03-16
T00942,C0422,Medium,Closed,2025-01-14
T00943,C0188,Low,Open,2025-04-28
T00944,C0064,Medium,Open,2025-06-05
T00945,C0358,Low,Closed,2025-03-10
T00946,C0490,Medium,Open,2025-05-11
T00947,C0327,Medium,In Progress,2025-04-02
T00948,C0352,Low,Open,2025-04-19
T00949,C0481,Medium,Closed,2025-06-09
T00950,C0449,Medium,Closed,2025-02-04
T00951,C0209,Low,In Progress,2025-02-13
T00952,C0145,Medium,Closed,2025-03-19
T00953,C0076,Medium,Open,2025-02-28
T00954,C0408,High,Closed,2025-06-26
T00955,C0076,Low,Closed,2025-04-04
T00956,C0042,Medium,Open,2025-03-12
T00957,C0367,Low,In Progress,2025-02-18
T00958,C0391,High,Open,2025-02-10
T00959,C0111,High,Closed,2025-01-12
T00960,C0351,Low,Closed,2025-04-10
T00961,C0318,Low,In Progress,2025-04-05
T00962,C0195,Low,Open,2025-06-11
T00963,C0486,High,In Progress,2025-02-04
T00964,C0152,Medium,In Progress,2025-06-04
T00965,C0240,Low,Open,2025-04-20
T00966,C0199,Medium,Closed,2025-03-01
T00967,C0149,Low,In Progress,2025-04-07
T00968,C0292,High,Closed,2025-06-25
T00969,C0175,Medium,Closed,2025-03-15
T00970,C0020,High,Open,2025-06-02
T00971,C0187,High,Closed,2025-03-11
T00972,C0311,High,In Progress,2025-02-06
T00973,C0134,Low,Closed,2025-01-05
T00974,C0356,High,Closed,2025-05-04
T00975,C0353,Low,Open,2025-04-07
T00976,C0057,High,Closed,2025-03-12
T00977,C0045,Low,Open,2025-03-26
T00978,C0044,High,Open,2025-05-05
T00979,C0061,Medium,Closed,2025-02-09
T00980,C0014,High,Open,2025-03-20
T00981,C0415,Medium,Open,2025-05-30
T00982,C0051,Low,Open,2025-04-25
T00983,C0165,Low,Closed,2025-03-18
T00984,C0277,Low,In Progress,2025-05-03
T00985,C0133,Low,Open,2025-01-02
T00986,C0444,Medium,In Progress,2025-01-27
T00987,C0057,High,Open,2025-01-22
T00988,C0005,Low,Closed,2025-03-26
T00989,C0465,Low,Open,2025-06-15
T00990,C0469,Low,Closed,2025-05-24
T00991,C0066,Medium,Open,2025-04-12
T00992,C0392,Low,Closed,2025-05-29
T00993,C0074,Medium,In Progress,2025-01-20
T00994,C0154,High,Closed,2025-04-24
T00995,C0082,Low,In Progress,2025-03-15
T00996,C0487,Low,In Progress,2025-04-27
T00997,C0242,Low,In Progress,2025-04-07
T00998,C0186,Low,Open,2025-01-02
T00999,C0373,Low,In Progress,2025-02-07
T01000,C0415,Medium,Closed,2025-06-10
T01001,C0332,Medium,Open,2025-04-03
T01002,C0166,High,Closed,2025-03-28
T01003,C0374,Low,In Progress,2025-03-04
T01004,C0431,High,Open,2025-01-05
T01005,C0308,High,Open,2025-02-27
T01006,C0271,Low,Open,2025-03-06
T01007,C0183,High,In Progress,2025-01-29
T01008,C0486,Low,In Progress,2025-04-14
T01009,C0136,Low,In Progress,2025-04-18
T01010,C0278,Medium,Closed,2025-03-23
T01011,C0003,High,Closed,2025-02-08
T01012,C0441,Medium,In Progress,2025-01-28
T01013,C0306,High,Open,2025-05-05
T01014,C0477,Medium,In Progress,2025-03-17
T01015,C0261,Medium,In Progress,2025-06-30
T01016,C0143,Low,In Progress,2025-06-29
T01017,C0318,Low,In Progress,2025-03-27
T01018,C0331,Low,In Progress,2025-03-02
T01019,C0098,High,Closed,2025-04-01
T01020,C0234,High,Open,2025-06-19
T01021,C0006,Low,In Progress,2025-04-28
T01022,C0362,Medium,In Progress,2025-01-07
T01023,C0330,Low,Open,2025-01-15
T01024,C0270,Low,In Progress,2025-02-17
T01025,C0253,Low,In Progress,2025-03-19
T01026,C0358,Low,Open,2025-04-18
T01027,C0485,Low,In Progress,2025-05-27
T01028,C0208,Medium,In Progress,2025-02-24
T01029,C0177,Low,Open,2025-06-24
T01030,C0085,High,In Progress,2025-01-01
T01031,C0317,High,Open,2025-05-08
T01032,C0470,High,In Progress,2025-05-15
T01033,C0045,Low,Open,2025-03-23
T01034,C0357,Medium,Open,2025-05-07
T01035,C0279,Low,In Progress,2025-04-10
T01036,C0117,High,Closed,2025-05-03
T01037,C0152,Medium,In Progress,2025-05-05
T01038,C0387,High,Closed,2025-06-22
T01039,C0373,Low,In Progress,2025-05-14
T01040,C0222,High,In Progress,2025-05-09
T01041,C0369,Medium,Open,2025-03-19
T01042,C0245,High,Closed,2025-06-02
T01043,C0436,Low,Closed,2025-01-29
T01044,C0162,Medium,In Progress,2025-03-05
T01045,C0499,Medium,Open,2025-04-27
T01046,C0148,Medium,Open,2025-02-24
T01047,C0024,Medium,Closed,2025-05-27
T01048,C0390,High,Open,2025-01-07
T01049,C0298,High,In Progress,2025-05-10
T01050,C0041,High,In Progress,2025-02-25
T01051,C0344,High,Open,2025-06-17
T01052,C0278,High,In Progress,2025-04-16
T01053,C0283,Medium,In Progress,2025-04-21
T01054,C0368,High,In Progress,2025-04-03
T01055,C0008,Medium,In Progress,2025-06-01
T01056,C0466,Low,In Progress,2025-03-10
T01057,C0336,High,Open,2025-04-03
T01058,C0394,Medium,Closed,2025-01-28
T01059,C0074,Medium,Closed,2025-05-07
T01060,C0402,Medium,Open,2025-03-06
T01061,C0375,Low,Open,2025-01-16
T01062,C0350,Medium,Open,2025-05-31
T01063,C0291,Medium,Closed,2025-06-21
T01064,C0369,Medium,Open,2025-01-21
T01065,C0182,Low,In Progress,2025-04-14
T01066,C0437,Low,In Progress,2025-02-04
T01067,C0151,Medium,Closed,2025-06-23
T01068,C0211,High,Closed,2025-05-25
T01069,C0243,Medium,Closed,2025-04-13
T01070,C0409,Low,In Progress,2025-06-18
T01071,C0346,Low,Closed,2025-05-23
T01072,C0042,High,In Progress,2025-05-28
T01073,C0117,High,Open,2025-02-05
T01074,C0289,Low,Open,2025-06-02
T01075,C0296,Low,In Progress,2025-02-23
T01076,C0195,High,Closed,2025-04-14
T01077,C0044,Low,Closed,2025-02-23
T01078,C0450,High,Closed,2025-04-22
T01079,C0050,High,In Progress,2025-05-20
T01080,C0065,High,Open,2025-04-27
T01081,C0152,Medium,Open,2025-06-29
T01082,C0062,Medium,Open,2025-05-02
T01083,C0232,Medium,Open,2025-06-08
T01084,C0339,High,In Progress,2025-03-02
T01085,C0492,High,Closed,2025-06-04
T01086,C0406,Medium,Closed,2025-04-21
T01087,C0260,High,Open,2025-06-15
T01088,C0155,Low,Open,2025-06-20
T01089,C0468,Low,In Progress,2025-06-15
T01090,C0268,High,In Progress,2025-01-16
T01091,C0399,Medium,Closed,2025-04-30
T01092,C0025,Low,In Progress,2025-02-05
T01093,C0288,High,Open,2025-01-05
T01094,C0178,Medium,In Progress,2025-02-22
T01095,C0328,Medium,Open,2025-05-30
T01096,C0187,Medium,Closed,2025-05-12
T01097,C0319,High,Open,2025-06-14
T01098,C0089,High,In Progress,2025-02-21
T01099,C0388,High,In Progress,2025-03-26
T01100,C0263,High,In Progress,2025-05-19
T01101,C0141,Medium,In Progress,2025-05-24
T01102,C0022,Medium,Closed,2025-03-19
T01103,C0280,Medium,Open,2025-06-27
T01104,C0212,Medium,In Progress,2025-01-23
T01105,C0320,High,In Progress,2025-03-24
T01106,C0377,Low,Open,2025-02-14
T01107,C0420,Medium,Closed,2025-04-20
T01108,C0100,Medium,In Progress,2025-02-26
T01109,C0139,High,Open,2025-02-24
T01110,C0039,Low,Closed,2025-03-04
T01111,C0012,Medium,Open,2025-03-26
T01112,C0288,Low,In Progress,2025-05-23
T01113,C0173,Low,Open,2025-06-18
T01114,C0025,Medium,In Progress,2025-03-12
T01115,C0146,High,Open,2025-05-24
T01116,C0463,Medium,Closed,2025-01-12
T01117,C0481,High,Closed,2025-01-18
T01118,C0160,Medium,Closed,2025-02-20
T01119,C0187,Medium,Open,2025-05-15
T01120,C0354,Low,Open,2025-01-30
T01121,C0236,Medium,In Progress,2025-01-24
T01122,C0123,High,Closed,2025-06-24
T01123,C0381,Medium,In Progress,2025-02-06
T01124,C0216,Medium,In Progress,2025-02-01
T01125,C0341,Low,In Progress,2025-03-24
T01126,C0232,Medium,Open,2025-02-25
T01127,C0334,Medium,Open,2025-06-01
T01128,C0070,High,Closed,2025-01-31
T01129,C0232,Low,Open,2025-03-17
T01130,C0197,Low,Closed,2025-06-02
T01131,C0452,High,Open,2025-01-28
T01132,C0069,High,Closed,2025-01-24
T01133,C0123,Medium,In Progress,2025-04-30
T01134,C0259,Low,Open,2025-02-07
T01135,C0289,Low,In Progress,2025-04-26
T01136,C0283,Low,Open,2025-03-12
T01137,C0448,Low,In Progress,2025-03-30
T01138,C0148,Medium,Closed,2025-06-02
T01139,C0355,Medium,In Progress,2025-06-12
T01140,C0366,High,Closed,2025-03-17
T01141,C0353,Low,Open,2025-05-07
T01142,C0059,Medium,Closed,2025-04-15
T01143,C0084,Medium,Closed,2025-06-24
T01144,C0380,Medium,In Progress,2025-01-25
T01145,C0207,Medium,Open,2025-04-21
T01146,C0020,Low,In Progress,2025-04-22
T01147,C0426,Medium,Closed,2025-02-22
T01148,C0440,High,Closed,2025-05-09
T01149,C0004,Low,In Progress,2025-03-13
T01150,C0045,Medium,In Progress,2025-04-17
T01151,C0044,Low,Open,2025-05-06
T01152,C0460,High,In Progress,2025-03-16
T01153,C0151,High,In Progress,2025-05-12
T01154,C0324,Low,Closed,2025-05-07
T01155,C0284,High,Closed,2025-05-31
T01156,C0283,Low,Closed,2025-01-23
T01157,C0221,Low,Closed,2025-06-24
T01158,C0283,Low,In Progress,2025-01-07
T01159,C0294,High,In Progress,2025-01-17
T01160,C0067,High,Closed,2025-06-15
T01161,C0116,Medium,In Progress,2025-04-07
T01162,C0350,Medium,Closed,2025-01-13
T01163,C0420,Low,Closed,2025-02-24
T01164,C0275,Medium,In Progress,2025-03-11
T01165,C0168,High,Open,2025-03-28
T01166,C0494,Medium,Open,2025-05-23
T01167,C0271,Low,In Progress,2025-06-13
T01168,C0390,High,Open,2025-04-29
T01169,C0048,Low,Closed,2025-02-04
T01170,C0297,High,In Progress,2025-04-20
T01171,C0293,Medium,In Progress,2025-06-15
T01172,C0444,High,In Progress,2025-01-02
T01173,C0085,Low,Open,2025-03-11
T01174,C0215,High,In Progress,2025-06-28
T01175,C0205,Medium,In Progress,2025-03-27
T01176,C0375,High,Closed,2025-06-18
T01177,C0229,High,Open,2025-01-29
T01178,C0052,Medium,Open,2025-03-30
T01179,C0194,High,Open,2025-02-05
T01180,C0094,Low,In Progress,2025-04-02
T01181,C0067,High,Open,2025-03-03
T01182,C0341,Medium,Closed,2025-04-26
T01183,C0421,Low,In Progress,2025-02-23
T01184,C0196,Low,Closed,2025-04-26
T01185,C0039,Low,Closed,2025-03-07
T01186,C0475,High,Open,2025-02-11
T01187,C0314,Low,In Progress,2025-03-31
T01188,C0347,Medium,Open,2025-06-10
T01189,C0351,Medium,Closed,2025-03-07
T01190,C0488,High,In Progress,2025-04-18
T01191,C0255,Medium,Closed,2025-05-15
T01192,C0408,Medium,In Progress,2025-02-10
T01193,C0404,Medium,In Progress,2025-05-23
T01194,C0074,Medium,Open,2025-02-16
T01195,C0409,High,Open,2025-03-30
T01196,C0133,High,Closed,2025-01-28
T01197,C0205,Low,In Progress,2025-05-16
T01198,C0074,High,In Progress,2025-06-20
T01199,C0452,High,Open,2025-01-20
T01200,C0303,High,In Progress,2025-05-28
T01201,C0243,Medium,Closed,2025-01-11
